card_id,customer_id,account_id,card_type,credit_limit,issue_date,processed_by_employee_id
13932,15583,22998,MasterCard,6792.65,2022-05-15,447
13933,12530,16362,MasterCard,10309.54,2020-09-08,109
13934,8241,30759,Discover,14108.88,2021-08-27,317
13935,19212,20087,Discover,16408.96,2020-10-09,1192
13936,7240,23300,MasterCard,1345.57,2020-09-03,1836
13937,14878,3656,Discover,10015.77,2021-02-21,1944
13938,4938,18462,Visa,11567.55,2022-01-30,1459
13939,1659,33407,Discover,15016.13,2023-01-01,442
13940,5277,9634,Discover,4766.08,2022-03-25,218
13941,16654,3994,Discover,1614.44,2023-01-29,1246
13942,13864,16657,Visa,13550.32,2024-06-08,673
13943,19502,7747,MasterCard,4388.85,2022-11-19,1552
13944,1780,452,Discover,18377.47,2024-02-11,278
13945,8980,22782,Visa,18861.39,2021-06-05,1009
13946,13070,39121,MasterCard,18371.81,2023-05-05,569
13947,16220,21300,Amex,17392.74,2021-09-20,1598
13948,5870,11924,Discover,19914.27,2021-11-27,1010
13949,16202,12449,Amex,2255.24,2023-03-14,875
13950,19454,36983,MasterCard,17273.8,2023-03-04,466
13951,16219,12333,Amex,7973.21,2023-02-04,839
13952,7986,23999,Discover,16298.89,2022-04-03,754
13953,11451,23176,Discover,9415.32,2021-03-06,1626
13954,16841,7753,Visa,17913.3,2023-01-19,1608
13955,13547,14422,Amex,14000.48,2022-10-01,838
13956,14284,8733,Amex,11263.28,2023-04-07,30
13957,6094,11168,Discover,7716.01,2021-07-25,359
13958,12582,19167,Discover,14854.23,2023-05-28,1943
13959,6834,24894,Amex,8051.4,2024-06-22,1312
13960,19994,25792,MasterCard,13193.61,2021-07-27,86
13961,6744,34373,Amex,11872.5,2020-08-14,1258
13962,3564,27961,Discover,12029.34,2021-04-07,747
13963,4118,16487,Visa,6793.24,2023-10-26,313
13964,16561,24275,MasterCard,5192.15,2021-02-22,365
13965,9712,12303,Discover,14777.54,2021-01-01,1801
13966,12818,5366,MasterCard,6394.09,2023-08-05,1823
13967,3213,17346,MasterCard,4695.8,2022-06-17,1863
13968,19639,466,Visa,13257.34,2023-05-31,905
13969,19044,6870,MasterCard,8913.55,2021-11-03,1293
13970,8751,39984,Amex,17971.19,2020-10-03,698
13971,1831,38870,Discover,17667.73,2021-10-25,131
13972,6423,13938,Visa,2955.92,2020-12-20,803
13973,5756,9892,Amex,17368.73,2023-07-29,789
13974,18851,15747,MasterCard,13259.29,2020-10-31,1856
13975,15631,10459,Visa,17317.01,2022-08-11,351
13976,13567,35657,Visa,14070.22,2024-06-10,180
13977,10780,14912,Visa,14838.93,2022-04-05,1826
13978,3477,27410,Discover,15867.41,2021-12-27,1504
13979,7248,24110,Visa,17195.04,2021-01-25,1913
13980,18041,2006,Amex,19165.07,2021-09-19,1187
13981,17664,32878,Visa,7512.24,2023-03-18,1807
13982,18299,28117,Discover,8594.67,2020-07-29,1912
13983,6251,32940,MasterCard,17656.59,2023-05-02,1120
13984,15769,3769,Amex,3540.1,2022-01-05,774
13985,13567,7663,MasterCard,9354.55,2022-09-22,510
13986,7101,13039,Amex,7527.86,2022-04-17,365
13987,14291,35810,Discover,16539.06,2023-06-16,981
13988,752,38158,Discover,13285.97,2022-01-14,353
13989,6562,9342,MasterCard,8101.01,2021-07-17,800
13990,10467,39446,Amex,2556.68,2021-02-01,1460
13991,9776,8318,Visa,19080.26,2020-11-11,1107
13992,1376,11750,Visa,3188.04,2021-08-13,1249
13993,2614,28472,Visa,7086.99,2022-02-25,412
13994,3454,36170,Discover,7340.8,2021-08-05,735
13995,13133,28186,Visa,4923.89,2024-06-03,981
13996,5410,32769,Visa,19699.62,2022-05-20,118
13997,711,28192,Amex,2093.29,2023-08-01,482
13998,269,39696,Visa,13050.42,2024-02-14,192
13999,16337,9457,Amex,17577.68,2020-12-20,591
14000,14792,12676,MasterCard,6632.05,2022-06-24,590
14001,14023,19282,Amex,14479.16,2021-06-14,659
14002,16893,12882,Visa,6346.29,2023-03-24,107
14003,10985,8483,Amex,13120.93,2023-05-19,382
14004,9502,6534,Visa,18539.39,2021-03-03,783
14005,16587,2486,Amex,12099.53,2022-05-12,390
14006,10200,4747,Visa,3741.47,2022-10-15,244
14007,15594,32156,Discover,14484.83,2022-08-19,585
14008,14517,15474,MasterCard,2911.6,2022-11-27,869
14009,11835,18158,Discover,9778.73,2022-01-04,468
14010,7484,30821,Amex,9535.02,2022-07-31,866
14011,18392,20255,Visa,3118.88,2020-08-09,934
14012,8478,38062,Discover,5323.31,2023-04-13,1562
14013,14822,16835,Visa,2049.06,2024-05-26,1234
14014,10513,23985,Amex,10477.67,2021-10-26,604
14015,332,24279,MasterCard,19855.88,2022-01-09,1661
14016,4978,35965,Discover,11835.3,2022-02-09,1015
14017,18756,12637,Visa,4345.96,2021-09-07,1971
14018,11734,14988,MasterCard,19806.06,2021-06-20,1097
14019,16222,8810,MasterCard,4062.54,2022-10-03,1659
14020,14133,36870,Amex,3284.72,2023-10-21,1333
14021,10093,4101,MasterCard,13785.94,2023-09-30,1720
14022,10904,5938,Amex,1443.29,2022-04-20,1723
14023,3603,23215,Amex,14816.4,2023-03-26,1734
14024,11035,3461,MasterCard,14967.76,2022-02-07,1614
14025,6335,7432,MasterCard,3743.46,2024-06-18,860
14026,170,19976,Discover,11367.08,2020-12-04,1210
14027,7857,2771,Amex,11359.9,2022-03-05,1880
14028,15154,30409,Discover,9266.53,2021-11-05,1277
14029,13209,3898,MasterCard,17103.96,2023-08-08,13
14030,6562,35154,Discover,5579.41,2020-12-13,299
14031,12736,18783,Visa,14195.31,2024-05-18,1100
14032,680,3346,Visa,9622.19,2022-01-05,1075
14033,4824,19099,Amex,6671.65,2023-07-13,787
14034,16475,38381,Amex,15095.73,2023-08-11,149
14035,6595,23308,Visa,16675.27,2024-02-26,1755
14036,16083,7537,Visa,5205.87,2020-09-28,122
14037,8787,19028,Amex,12805.26,2021-10-11,1235
14038,9722,39044,Amex,14527.1,2023-04-12,1304
14039,9297,1185,Visa,7262.48,2020-12-30,538
14040,16613,32840,MasterCard,19042.56,2024-01-25,1709
14041,9827,2791,Visa,1933.31,2022-04-23,1180
14042,13228,25447,MasterCard,19388.34,2022-01-27,1262
14043,15974,37835,Amex,4632.66,2022-11-08,376
14044,7246,25987,Discover,5768.71,2021-02-13,82
14045,3449,5941,Discover,7311.63,2024-05-25,492
14046,18074,5354,Amex,17227.6,2021-06-08,356
14047,12625,16096,Discover,19060.24,2022-11-21,925
14048,2827,859,Visa,10169.36,2021-12-26,1297
14049,3063,9952,Visa,6567.12,2023-07-13,1604
14050,18455,9394,Discover,16103.03,2020-12-20,1068
14051,1731,28123,Amex,10125.99,2022-08-16,1005
14052,16862,28895,Visa,16753.7,2021-01-11,1597
14053,11239,36690,MasterCard,12882.75,2022-10-14,123
14054,15624,4463,MasterCard,13162.92,2022-10-17,1373
14055,3549,5938,Visa,2098.81,2021-01-26,708
14056,4951,11337,Amex,8294.96,2024-01-01,330
14057,17496,869,MasterCard,5621.1,2021-06-25,1433
14058,12967,33827,Discover,9820.07,2023-09-29,991
14059,7358,1769,MasterCard,10174.36,2020-10-01,323
14060,8154,15857,Visa,2565.62,2024-04-07,1135
14061,15224,33109,MasterCard,11118.82,2022-04-24,770
14062,14633,31018,Discover,13516.93,2024-05-26,1113
14063,11055,23585,Discover,9109.42,2022-07-05,433
14064,11888,26847,MasterCard,9749.06,2023-06-07,710
14065,10169,39583,MasterCard,1939.78,2022-03-06,794
14066,2485,5687,Visa,8651.45,2023-11-07,712
14067,4753,9766,Amex,17761.27,2023-08-03,1123
14068,18512,39141,Amex,16891.31,2022-12-16,539
14069,17052,10957,Visa,1745.7,2024-02-24,601
14070,5884,30691,MasterCard,10253.42,2024-05-07,1170
14071,451,23657,Amex,14858.82,2021-08-19,1718
14072,5663,37577,MasterCard,1249.45,2022-06-29,257
14073,15333,14577,Visa,18701.39,2021-07-03,1213
14074,5421,35626,Visa,14721.85,2022-09-05,1264
14075,2715,10336,Visa,18039.63,2024-01-21,871
14076,4743,27873,Visa,10270.95,2021-04-06,899
14077,11477,11231,Amex,19708.29,2022-03-10,1527
14078,1163,38478,Amex,10509.45,2020-09-03,1732
14079,17204,34932,Visa,19681.38,2023-04-05,809
14080,14355,9145,MasterCard,14406.13,2022-10-01,677
14081,15257,21293,Amex,7825.06,2023-10-27,1843
14082,19255,28308,MasterCard,9149.06,2023-11-22,271
14083,7691,7444,Amex,17752.63,2023-12-01,1544
14084,12900,35845,MasterCard,8599.0,2022-08-28,550
14085,225,11074,Visa,15251.8,2021-09-16,1138
14086,13625,24951,Discover,9360.97,2022-04-27,1363
14087,17344,34281,MasterCard,13384.43,2021-02-11,568
14088,6172,2307,MasterCard,3447.91,2021-02-05,1967
14089,9520,9595,Visa,14067.94,2021-08-21,986
14090,12171,14186,Visa,13052.45,2022-12-17,359
14091,14751,9609,Amex,17552.8,2022-06-04,1674
14092,12272,14534,Amex,19734.67,2023-10-12,1638
14093,7339,30787,Visa,13215.86,2021-07-29,1358
14094,5655,1006,Visa,19330.0,2021-05-08,1713
14095,17620,39891,Discover,18649.97,2022-09-12,1193
14096,19580,6728,Discover,13169.93,2020-11-25,1363
14097,13898,9766,Discover,19572.92,2021-06-18,798
14098,1255,18019,Amex,17710.07,2020-10-02,1285
14099,15118,5765,Visa,13671.61,2020-08-02,887
14100,14652,31571,Visa,8115.47,2023-08-17,1759
14101,13150,6784,Visa,14723.82,2023-07-27,1223
14102,1422,36120,Discover,1434.77,2022-12-02,211
14103,19243,25596,Amex,3325.26,2021-01-23,287
14104,16416,8724,MasterCard,8378.09,2023-09-15,1716
14105,5282,6055,Discover,9753.01,2020-10-30,1786
14106,11779,61,MasterCard,12413.04,2022-07-12,743
14107,17773,2889,Amex,5568.21,2022-07-30,1496
14108,11773,14581,Visa,3830.91,2023-10-25,1506
14109,6604,8603,MasterCard,5667.36,2021-10-18,1047
14110,12275,14687,Discover,6207.97,2022-07-24,1584
14111,19431,16420,Discover,7870.01,2021-06-09,1133
14112,10919,23279,Discover,8247.45,2022-03-30,296
14113,10659,17253,Discover,11765.58,2023-09-08,6
14114,3672,9328,Discover,8662.04,2022-02-12,550
14115,9055,26988,MasterCard,7339.47,2022-11-15,681
14116,4441,14323,Amex,11157.05,2020-07-18,1892
14117,9087,26147,Discover,4526.79,2022-03-09,795
14118,3707,27441,Discover,13654.28,2024-03-20,203
14119,992,29264,Discover,10389.79,2023-10-13,325
14120,13620,20260,Discover,14475.08,2022-10-03,825
14121,6062,21623,MasterCard,5854.11,2021-03-27,1809
14122,8107,5386,Visa,6207.22,2021-06-29,244
14123,11787,22335,Amex,7553.06,2023-03-29,327
14124,19960,20565,MasterCard,12623.46,2023-12-29,987
14125,9913,22067,Discover,13466.01,2022-05-02,1071
14126,863,19087,Discover,5141.98,2024-05-27,761
14127,13000,13026,Visa,18898.52,2023-07-30,1615
14128,14530,25041,Amex,19601.55,2022-11-26,1646
14129,13204,29617,MasterCard,10144.3,2020-11-05,1037
14130,16489,9538,Discover,8165.21,2023-12-27,907
14131,10392,33504,Discover,4044.57,2022-08-02,1404
14132,11909,193,Discover,3405.46,2023-07-27,365
14133,14956,5697,Visa,3157.98,2021-06-30,1626
14134,16346,9826,Visa,7554.01,2024-07-01,1366
14135,14368,34969,Visa,17127.96,2023-05-11,1884
14136,13288,25536,MasterCard,16339.34,2023-12-20,1816
14137,18502,6001,MasterCard,1890.92,2022-05-08,1245
14138,15065,25580,Amex,8277.88,2023-12-09,73
14139,6925,27406,Visa,12907.13,2024-05-01,1770
14140,12268,16737,MasterCard,5584.85,2020-07-30,1796
14141,6871,22665,MasterCard,16651.35,2023-10-17,1649
14142,511,7963,MasterCard,18953.19,2022-11-11,1070
14143,3105,37747,MasterCard,16426.18,2021-03-28,1528
14144,11669,20326,Discover,10239.35,2024-02-13,274
14145,5545,39694,Visa,2174.69,2022-01-19,1579
14146,11712,5383,Visa,16171.6,2021-01-15,208
14147,19247,6724,Visa,6039.89,2020-09-30,1953
14148,11735,23234,MasterCard,19689.62,2023-07-13,1885
14149,7529,38319,MasterCard,7852.12,2023-02-26,1639
14150,7482,27481,Visa,7589.51,2024-03-15,124
14151,12508,4787,Amex,9457.15,2021-09-20,1034
14152,11995,2308,Amex,14984.71,2023-03-23,1353
14153,10507,9088,Visa,10538.01,2021-08-19,1211
14154,11000,3032,Visa,17666.83,2023-01-03,543
14155,9173,28504,Discover,3788.93,2024-03-20,1692
14156,8883,39136,MasterCard,8481.41,2022-08-29,60
14157,9174,37866,Discover,11671.89,2023-04-08,1785
14158,8291,3578,MasterCard,18217.39,2020-08-21,899
14159,5985,33490,MasterCard,13501.18,2021-11-24,886
14160,12926,3638,Discover,15234.71,2020-12-25,1975
14161,2055,26001,MasterCard,9994.22,2022-09-12,782
14162,6120,35528,Discover,1674.5,2022-02-01,442
14163,5204,33918,Amex,10368.99,2023-07-06,1241
14164,18467,1809,Amex,15218.99,2022-05-08,911
14165,14818,27709,Discover,10238.21,2024-03-06,1026
14166,1281,14811,Discover,1607.14,2023-03-08,1560
14167,6540,19990,Discover,19973.28,2021-01-02,1742
14168,15723,16048,Discover,14512.69,2021-01-13,832
14169,16257,8075,Amex,5673.87,2024-02-16,1008
14170,15744,11176,Amex,7431.76,2023-04-11,1735
14171,1459,14705,MasterCard,12107.12,2022-08-15,1380
14172,8788,24304,Discover,14485.49,2021-11-06,626
14173,1342,20893,Amex,13370.0,2021-11-05,1816
14174,18199,3743,Amex,12212.21,2021-10-18,1691
14175,13872,30132,Amex,14088.64,2022-12-17,1189
14176,6146,37712,Visa,15130.81,2021-02-01,998
14177,2253,18596,MasterCard,7092.62,2020-09-12,734
14178,10419,31707,MasterCard,3480.22,2021-06-28,91
14179,11180,32809,MasterCard,16906.43,2020-07-29,167
14180,13386,26369,Discover,8087.86,2022-08-07,959
14181,11320,5853,Discover,17698.06,2020-08-10,207
14182,18292,34039,Visa,15220.42,2024-02-25,1306
14183,17306,31677,Discover,17437.78,2024-02-29,1089
14184,6957,30786,Visa,19785.72,2024-01-04,1912
14185,253,36597,Amex,5063.95,2022-11-30,516
14186,11121,29190,Discover,3100.14,2023-10-02,1181
14187,8580,29514,Discover,8355.23,2022-10-13,1785
14188,14095,36573,Discover,7255.95,2021-08-13,1793
14189,10187,36367,Visa,4220.95,2021-05-08,747
14190,19636,31477,Amex,18977.55,2022-06-09,306
14191,8860,24878,Visa,19878.64,2023-07-24,1902
14192,19241,22285,MasterCard,5168.06,2021-05-14,395
14193,7714,2859,Discover,6548.17,2022-11-27,1098
14194,8493,3781,Discover,14652.06,2022-10-19,187
14195,5527,24711,Visa,2453.04,2022-01-15,1598
14196,1200,8737,Discover,18768.09,2023-04-13,1361
14197,11946,23771,Amex,9090.82,2023-05-11,1700
14198,2999,34973,Visa,9748.62,2021-12-19,1592
14199,11094,19470,Discover,12835.28,2021-02-18,623
14200,10450,30442,Visa,6909.81,2023-07-14,730
14201,1633,35255,Visa,5761.19,2023-01-28,240
14202,10390,23620,MasterCard,14555.9,2023-11-14,533
14203,17211,6243,Discover,9605.29,2022-11-07,141
14204,12376,21518,MasterCard,11336.81,2023-01-26,1289
14205,17861,17342,Discover,5800.54,2021-02-28,139
14206,5266,27883,MasterCard,9280.89,2021-02-13,459
14207,12841,12475,MasterCard,8160.92,2022-12-22,70
14208,8869,34503,MasterCard,8277.58,2024-05-21,385
14209,99,19207,MasterCard,1836.26,2020-10-03,630
14210,4416,15929,Amex,7040.78,2023-12-25,198
14211,3131,119,Visa,6099.44,2020-10-30,205
14212,15332,39360,Visa,8515.82,2022-06-06,1750
14213,15214,11329,Visa,9810.67,2023-12-20,568
14214,4049,21649,Visa,15998.69,2022-06-20,1823
14215,8774,31550,Discover,12849.52,2021-02-28,982
14216,11929,9346,Discover,15291.56,2022-12-28,805
14217,14594,3206,Discover,3148.46,2023-01-17,1711
14218,6407,11395,Discover,4262.0,2021-12-07,859
14219,994,7676,Discover,4923.03,2024-04-12,882
14220,16931,35756,MasterCard,9888.45,2020-07-15,974
14221,15521,37274,Amex,16368.39,2022-02-02,640
14222,11425,4905,Amex,10524.44,2022-12-18,1455
14223,5379,39680,Visa,5928.08,2021-06-25,1914
14224,4898,31110,MasterCard,9574.94,2020-12-13,325
14225,17716,14591,Amex,5996.88,2022-07-22,442
14226,3409,20239,Amex,16436.39,2020-08-09,804
14227,5240,10030,Visa,16677.67,2023-12-11,288
14228,7335,26398,Discover,4705.87,2023-02-03,226
14229,18009,2258,MasterCard,13337.24,2024-05-23,1088
14230,523,19649,Discover,12061.79,2023-08-18,967
14231,4824,19921,Discover,9627.49,2022-12-22,938
14232,1009,4344,Amex,12703.41,2021-06-09,560
14233,17572,12976,Visa,2981.09,2022-09-19,714
14234,2398,21216,Visa,6635.62,2021-11-20,498
14235,12154,20500,MasterCard,1240.73,2023-12-26,849
14236,17829,7765,MasterCard,1467.85,2023-05-04,926
14237,16788,29785,Discover,11748.96,2022-08-01,1941
14238,1340,6529,Amex,18607.87,2024-04-28,60
14239,8999,24506,MasterCard,4831.06,2020-12-13,1421
14240,16528,16757,Amex,11087.2,2024-05-27,257
14241,298,11485,Visa,19157.64,2020-12-29,577
14242,9949,7284,Amex,11717.63,2020-11-02,239
14243,12844,31221,Discover,14168.09,2020-07-19,1825
14244,1511,39506,Discover,12670.46,2022-03-28,38
14245,16177,16088,Visa,13007.64,2023-12-20,25
14246,2400,35057,MasterCard,8895.52,2021-01-31,410
14247,7496,20991,Visa,6229.66,2022-09-23,461
14248,12007,7313,Discover,2445.34,2023-07-27,1595
14249,16947,13722,MasterCard,18861.76,2023-11-04,988
14250,9038,18049,Amex,8016.27,2022-07-24,1441
14251,4183,6244,Discover,4744.56,2022-06-02,357
14252,7913,33859,Discover,4861.13,2023-02-24,383
14253,9284,15401,Amex,3042.35,2023-03-07,1833
14254,6267,20523,Discover,19037.54,2023-07-09,1182
14255,7584,7506,MasterCard,14973.23,2021-01-06,569
14256,3661,7535,Visa,19746.45,2022-06-30,1457
14257,17000,30082,Visa,2422.83,2022-08-07,1072
14258,18829,14073,Visa,9639.25,2023-06-30,1352
14259,5223,35206,Amex,18529.51,2020-10-10,433
14260,1055,30494,Discover,6926.2,2022-12-18,1455
14261,6283,12609,Visa,8967.61,2023-10-28,56
14262,1677,19507,MasterCard,15100.57,2020-09-15,577
14263,11346,2767,Visa,13066.7,2024-04-30,268
14264,7920,38981,Discover,13484.25,2022-08-03,69
14265,15134,15920,Visa,15272.68,2021-03-13,1752
14266,18244,39854,Visa,13901.35,2021-03-22,902
14267,16747,7674,Visa,7599.13,2021-01-06,1625
14268,17488,8813,Amex,12049.32,2023-03-30,1473
14269,11405,370,Amex,9415.83,2023-01-21,793
14270,12669,26222,MasterCard,9477.81,2022-03-30,257
14271,3882,24969,Visa,16947.15,2022-04-28,672
14272,10859,27521,MasterCard,18938.49,2024-01-26,490
14273,10292,35139,Amex,8048.33,2023-05-09,746
14274,8842,39557,Amex,13757.93,2023-02-04,1667
14275,2255,38666,Discover,2598.6,2023-02-24,49
14276,396,14172,MasterCard,8731.38,2022-09-05,1683
14277,7311,11005,MasterCard,5444.04,2021-08-14,316
14278,18959,5095,Amex,16097.71,2022-09-22,413
14279,2410,39479,Amex,6793.44,2021-07-02,434
14280,19869,799,MasterCard,19287.65,2021-09-13,1026
14281,13547,9574,MasterCard,5420.29,2022-07-31,1865
14282,9127,430,Discover,9315.3,2024-03-10,1976
14283,16993,32237,Amex,11766.68,2023-05-08,1169
14284,325,13209,MasterCard,8656.82,2023-07-06,1980
14285,4848,6582,Amex,15605.23,2021-12-06,1390
14286,19454,19245,Visa,13055.91,2024-02-11,420
14287,16880,6202,Amex,8839.9,2023-03-19,1597
14288,8238,39737,MasterCard,5673.47,2023-01-22,1809
14289,1144,33425,Visa,4408.16,2023-10-03,1585
14290,5262,28654,Visa,10835.07,2022-12-09,844
14291,6420,27474,Visa,18738.82,2021-08-16,1468
14292,18182,38774,MasterCard,16104.02,2024-03-28,916
14293,10615,35117,Discover,5607.06,2020-07-15,434
14294,1258,37806,MasterCard,10723.07,2020-07-30,643
14295,15896,7800,Discover,14235.5,2021-11-01,1579
14296,18332,36826,Discover,8159.2,2020-11-04,57
14297,17289,16852,Amex,14241.98,2020-10-03,1586
14298,446,24745,Visa,12454.59,2022-03-13,964
14299,1597,17822,Visa,5164.29,2023-10-18,977
14300,8744,22490,MasterCard,6428.6,2023-03-02,1202
14301,13280,3499,Amex,10267.34,2021-06-20,1317
14302,9351,12273,MasterCard,11921.29,2023-09-12,46
14303,15313,19814,MasterCard,12077.26,2022-12-18,1194
14304,15361,16206,Visa,5177.7,2024-03-09,1295
14305,14657,17468,Visa,9005.85,2023-04-05,417
14306,9136,32319,MasterCard,16736.82,2021-10-18,848
14307,2683,840,Visa,7115.62,2022-08-01,139
14308,10583,25487,Amex,14510.52,2020-07-19,247
14309,11963,19193,Discover,14140.75,2023-10-21,1172
14310,18632,21639,Amex,17648.04,2022-12-18,230
14311,11074,33904,Visa,8542.46,2021-01-06,792
14312,16300,27250,Discover,12856.3,2021-05-31,637
14313,9682,16621,Discover,14375.41,2023-01-21,1728
14314,6288,14504,MasterCard,9359.37,2022-11-12,374
14315,15735,31691,Amex,6655.87,2024-06-03,1104
14316,17761,10067,Discover,3883.32,2023-03-11,1630
14317,10670,15966,Amex,6867.11,2024-06-20,738
14318,19423,17865,Visa,3759.07,2021-04-28,1089
14319,9426,32390,Amex,13656.6,2024-03-05,88
14320,6292,30314,MasterCard,11621.24,2023-03-11,1112
14321,4689,20048,Visa,14624.77,2024-01-28,713
14322,17943,3785,Amex,14004.35,2022-06-21,1750
14323,8202,34734,Amex,2613.41,2022-01-05,1228
14324,11800,27345,Visa,6034.79,2020-12-12,1937
14325,16146,38792,Amex,1693.76,2020-10-27,1406
14326,3981,13685,Amex,3347.89,2021-12-05,601
14327,13006,35064,Amex,19578.27,2022-05-28,1500
14328,17463,23150,MasterCard,6309.4,2023-11-19,1597
14329,7751,34478,MasterCard,2399.28,2022-09-01,1807
14330,13537,26180,Discover,18735.0,2023-01-25,1630
14331,10347,22604,Visa,12704.83,2020-09-16,1843
14332,16936,21032,Discover,9708.67,2024-02-04,539
14333,2908,22371,Discover,19957.85,2022-06-22,214
14334,8126,2984,Visa,15919.87,2023-04-08,74
14335,15966,9971,Visa,19551.92,2021-04-24,61
14336,11257,10539,Amex,8256.25,2021-07-08,698
14337,8245,12255,Discover,18560.29,2024-07-02,1567
14338,11594,33811,MasterCard,16976.71,2021-06-15,1243
14339,2223,5482,Discover,6721.92,2023-02-11,12
14340,17752,967,MasterCard,6622.78,2023-04-27,814
14341,19518,30714,Visa,11295.9,2023-06-10,1439
14342,14449,2630,Visa,16455.82,2024-06-24,32
14343,13012,28469,MasterCard,11831.88,2022-03-24,1184
14344,16969,536,Discover,1721.35,2024-05-27,1001
14345,19248,26923,Discover,7334.58,2024-05-23,237
14346,9500,15026,MasterCard,14268.27,2021-03-01,1763
14347,15739,22081,Discover,3858.11,2022-05-15,1205
14348,14610,13220,MasterCard,4241.77,2020-12-04,1853
14349,13722,19322,Discover,5818.41,2023-09-20,558
14350,27,34920,MasterCard,13287.89,2023-07-14,1365
14351,1348,16618,Visa,19165.87,2024-02-07,1482
14352,11329,30774,Visa,19227.33,2023-12-30,1104
14353,11912,24687,MasterCard,14096.45,2021-09-08,647
14354,1686,32875,Visa,13045.56,2021-03-02,1796
14355,6676,2099,Discover,14164.39,2021-07-28,987
14356,871,9550,Visa,12035.72,2020-08-05,820
14357,8253,30684,Visa,4835.72,2022-03-04,1783
14358,15924,22972,Amex,8362.55,2023-08-03,473
14359,3207,14597,Visa,6847.02,2021-03-18,1695
14360,7418,10060,Discover,12537.68,2022-04-11,1739
14361,4755,10466,Visa,7441.91,2020-08-02,112
14362,9647,22418,Amex,16027.54,2021-08-07,1316
14363,3245,15626,Discover,14984.88,2022-12-10,1974
14364,12360,34736,Discover,2950.05,2021-03-31,1846
14365,14008,23682,MasterCard,2506.49,2023-03-22,1655
14366,16916,18122,Visa,2184.84,2022-10-25,383
14367,17715,13209,Amex,8703.99,2021-05-21,17
14368,7304,2799,MasterCard,18931.07,2022-06-25,493
14369,14030,20082,Visa,7659.72,2023-06-25,1355
14370,3624,19702,Visa,12478.9,2021-12-21,926
14371,12584,16674,Visa,14024.63,2020-12-16,1763
14372,10735,15540,Discover,5507.24,2021-08-04,1897
14373,4074,31797,Discover,1338.51,2024-01-31,1510
14374,16585,39020,Visa,5537.41,2023-12-22,1430
14375,8428,21339,MasterCard,18140.96,2023-04-10,117
14376,14025,5886,Discover,10055.47,2023-11-28,1579
14377,13231,35422,MasterCard,4895.12,2024-07-01,880
14378,4801,3602,Visa,4476.2,2023-09-16,115
14379,11447,34770,Discover,9369.92,2023-03-09,1819
14380,7624,4806,MasterCard,12647.23,2021-06-10,1573
14381,1728,4443,Amex,9405.52,2024-06-12,814
14382,16101,39275,Amex,7846.93,2022-02-12,1649
14383,13692,33566,Discover,7693.84,2023-01-13,1571
14384,18801,19794,Discover,10359.62,2023-06-10,644
14385,2406,21243,Amex,10115.01,2023-01-04,1360
14386,19302,4153,MasterCard,10808.81,2020-11-20,336
14387,15667,29911,Visa,12463.83,2022-04-20,922
14388,14222,37319,MasterCard,16674.8,2021-05-05,1913
14389,19571,22355,Discover,15605.24,2022-11-05,1764
14390,6882,8507,Amex,12719.7,2023-06-01,147
14391,14483,670,Visa,4907.66,2024-03-02,122
14392,13464,896,MasterCard,18906.34,2021-12-23,81
14393,3394,134,Discover,8229.44,2022-05-05,685
14394,4516,38178,MasterCard,7372.83,2021-07-06,1690
14395,1435,11868,Amex,2833.65,2022-06-04,662
14396,11152,11703,Amex,4403.06,2022-05-25,375
14397,14721,19352,MasterCard,12251.18,2020-07-26,1594
14398,9439,38636,MasterCard,16334.74,2024-02-18,63
14399,5659,20748,MasterCard,19442.55,2023-09-12,504
14400,15076,17327,Amex,1027.29,2023-03-01,668
14401,651,8724,MasterCard,3228.85,2021-02-05,449
14402,4680,2104,Discover,3447.56,2022-12-12,1452
14403,7711,35857,Visa,17951.93,2023-05-31,868
14404,19310,22977,Discover,1491.95,2021-08-28,1451
14405,13919,27153,Discover,11806.33,2022-11-16,1445
14406,3918,28876,MasterCard,18091.7,2020-12-09,1346
14407,4051,14797,MasterCard,18492.06,2023-07-19,1937
14408,2696,14755,Visa,11954.53,2024-04-10,680
14409,1367,34156,Amex,1083.32,2022-04-27,1190
14410,9660,11479,Discover,19209.04,2022-07-31,1621
14411,3999,4128,Discover,18105.11,2024-03-09,1981
14412,13911,9609,Amex,7960.25,2022-07-22,1673
14413,17032,15978,Discover,6604.04,2021-07-20,461
14414,17275,20487,MasterCard,14944.01,2023-07-04,459
14415,10903,12009,MasterCard,10252.48,2021-05-05,1213
14416,4868,7536,Amex,7527.62,2021-09-12,464
14417,6266,8711,MasterCard,1912.95,2020-11-01,912
14418,11160,26348,Discover,19605.77,2024-06-13,379
14419,15288,26591,Visa,15917.13,2021-10-04,1026
14420,18133,26620,MasterCard,11315.42,2023-09-29,1642
14421,19654,37792,Amex,10434.52,2021-08-19,364
14422,15719,10773,MasterCard,14799.65,2023-03-30,72
14423,11062,14937,Amex,14947.48,2023-06-08,1451
14424,5424,6251,Visa,4133.11,2024-05-21,638
14425,446,15492,Discover,16823.59,2020-07-17,1194
14426,12558,35076,Discover,11176.29,2022-06-12,1229
14427,5228,4604,MasterCard,11625.46,2022-05-24,1849
14428,9861,23663,MasterCard,9679.54,2020-10-18,337
14429,13926,38148,Discover,4240.86,2021-08-01,1496
14430,11934,15672,MasterCard,19363.96,2023-11-29,195
